name,family,reward,guide,guide_type,objective,replay,beta,temp,guide_source,n_traj,delivered_frac,argmax_flip_rate,sample_flip_rate,mean_total_variation,mean_KL,mean_prior_top1_gap,flip_rate_high_gap,flip_rate_low_gap,frac_states_high_gap,n_states,n_positions_reported,deepest_position_reached,ckpt
sweep-nitrogen-base-db-replay_on-b1,sweep,nitrogen,base,TempGainGuide,db,on,1,1.0,ema,400,1.0,0.02342292923752057,0.008063631376851343,0.007692612794603701,0.01147792309449447,16.249535573686273,0.0009189768724153775,0.026102088167053363,0.7162918266593528,18230,,,logs/quetzal-gfn/sweep-nitrogen-base-db-replay_on-b1/checkpoints/last.ckpt
sweep-nitrogen-base-db-replay_off-b10,sweep,nitrogen,base,TempGainGuide,db,off,10,0.3,ema,400,1.0,0.029555836864989818,0.017997688370301062,0.01663543226635298,0.04273610447118413,16.271295903860043,7.740537193281214e-05,0.06209523809523809,0.7110462876327811,18169,,,logs/quetzal-gfn/sweep-nitrogen-base-db-replay_off-b10/checkpoints/last.ckpt
sweep-nitrogen-base-db-replay_on-b10,sweep,nitrogen,base,TempGainGuide,db,on,10,0.3,ema,400,1.0,0.03417403646686319,0.02216399170215089,0.022579389624638666,0.05346498899613116,16.15065657669494,0.0003046226486939304,0.07750144592249855,0.716835899115624,18318,,,logs/quetzal-gfn/sweep-nitrogen-base-db-replay_on-b10/checkpoints/last.ckpt
sweep-nitrogen-base-db-replay_off-b10,sweep,nitrogen,base,TempGainGuide,db,off,10,1.0,ema,400,1.0,0.023452413416962095,0.017889282792473413,0.017789192132950736,0.019719618935100984,16.517351544673808,0.0002256317689530686,0.06449692399285573,0.7251704390509953,18335,,,logs/quetzal-gfn/sweep-nitrogen-base-db-replay_off-b10/checkpoints/last.ckpt
sweep-nitrogen-base-db-replay_on-b10,sweep,nitrogen,base,TempGainGuide,db,on,10,1.0,ema,400,1.0,0.03266584629153149,0.025674012753104374,0.022091129098690144,0.024108923644536744,16.401646422998446,0.0004664904369460426,0.090311004784689,0.7194317037699967,17878,,,logs/quetzal-gfn/sweep-nitrogen-base-db-replay_on-b10/checkpoints/last.ckpt
sweep-nitrogen-hidden-db-replay_off-b1,sweep,nitrogen,hidden,HiddenGuide,db,off,1,0.3,ema,400,1.0,0.025447535114293582,0.008702836684109061,0.00896866070758568,0.07401367722994658,16.0472276149194,0.0011569610489780178,0.027552986512524084,0.7141283393004682,18155,,,logs/quetzal-gfn/sweep-nitrogen-hidden-db-replay_off-b1/checkpoints/last.ckpt
sweep-nitrogen-hidden-db-replay_on-b1,sweep,nitrogen,hidden,HiddenGuide,db,on,1,0.3,ema,400,1.0,0.026891029109403743,0.011254193269126718,0.011178783965700191,0.027556366444603988,16.362139682338398,0.0004505857614899369,0.03910181958962447,0.720484796017747,18482,,,logs/quetzal-gfn/sweep-nitrogen-hidden-db-replay_on-b1/checkpoints/last.ckpt
sweep-nitrogen-hidden-revkl-replay_off-b1,sweep,nitrogen,hidden,HiddenGuide,revkl,off,1,0.3,ema,400,1.0,0.009019040195969268,0.0035074045206547155,0.0030613653939993405,0.0006978210403150288,16.190581611450234,0.0,0.012254425209103288,0.7137846564970494,17962,,,logs/quetzal-gfn/sweep-nitrogen-hidden-revkl-replay_off-b1/checkpoints/last.ckpt
sweep-nitrogen-hidden-rtb-replay_off-b1,sweep,nitrogen,hidden,HiddenGuide,rtb,off,1,0.3,ema,400,1.0,0.0036545386144999194,0.0037620250443381525,0.004001785777839537,0.0008744352125031618,16.282479188863405,0.0,0.01321253303133258,0.715268447358521,18607,,,logs/quetzal-gfn/sweep-nitrogen-hidden-rtb-replay_off-b1/checkpoints/last.ckpt
sweep-nitrogen-hidden-db-replay_off-b1,sweep,nitrogen,hidden,HiddenGuide,db,off,1,1.0,ema,400,1.0,0.022021581149526535,0.010460251046025104,0.00886078521311584,0.024370430236341722,16.284006428335292,0.0012222137346268429,0.03429923122412774,0.7207112970711297,18164,,,logs/quetzal-gfn/sweep-nitrogen-hidden-db-replay_off-b1/checkpoints/last.ckpt
