name,seed,family,reward,guide,objective,replay,beta,base_atom_stability,base_log_reward_mean,base_log_reward_top1,base_log_reward_top10,base_log_reward_top100,base_mol_stability,base_n_valid_smiles,base_parse_rate,base_reused_from,base_reward_mean,base_reward_top1,base_reward_top10,base_reward_top100,base_uniqueness,fcd_base_vs_ref,fcd_guided_vs_base,fcd_guided_vs_ref,guided_atom_stability,guided_log_reward_mean,guided_log_reward_top1,guided_log_reward_top10,guided_log_reward_top100,guided_mol_stability,guided_n_valid_smiles,guided_parse_rate,guided_reward_mean,guided_reward_top1,guided_reward_top10,guided_reward_top100,guided_uniqueness,mean_delta,n_components,reward_mean_delta,reward_top100_delta,reward_top10_delta,reward_top1_delta,top100_delta,top10_delta,top1_delta,wass_MW_base_vs_ref,wass_MW_guided_vs_ref,wass_TPSA_base_vs_ref,wass_TPSA_guided_vs_ref,wass_logP_base_vs_ref,wass_logP_guided_vs_ref,wass_n_heavy_base_vs_ref,wass_n_heavy_guided_vs_ref,wass_n_rings_base_vs_ref,wass_n_rings_guided_vs_ref
sweep-fexo-tempgain-db-replay_on-b10,42,sweep,fexo,tempgain,db,on,10,0.8526116757267785,-2.563589575041682,-0.27062588930130005,-0.35302517712116244,-0.42888619303703307,0.0232,4620,,dumps/_base/fexo/seed42,,,,,0.9987012987012988,4.306199151562396,0.08597824872310866,4.523485585381891,0.8528411711835955,-2.569702018919433,-0.27062588930130005,-0.35226542353630064,-0.42705810636281966,0.0248,4640,0.928,0.2586060512857727,0.7629018527694819,0.7035083483147043,0.6528199981988407,0.9982758620689656,-0.006112443877750895,,,,,,0.0018280866742134139,0.0007597535848617998,0.0,14.988010878787884,17.06372611551725,4.436697826839828,4.450974948275869,0.3399854235757577,0.35510134684482775,1.2410277056277048,1.3601810344827578,0.223909090909091,0.24657758620689674
sweep-nitrogen-base-db-replay_off-b1,0,sweep,nitrogen,base,db,off,1,0.8544708614082822,-2.369011733018743,-0.6890063881874084,-0.8845488488674164,-1.1575119698047638,0.027,4641,,dumps/_base/nitrogen/seed0,,,,,0.9976298211592329,4.427940043898772,0.18221237672923962,5.021543774029823,0.8524059437851463,-2.3165418557809923,-0.688184380531311,-0.8513233602046967,-1.1207352805137634,0.0256,4664,0.9328,0.1233936488915914,0.5024875675588907,0.42864515501989214,0.32868829372549035,0.9961406518010292,0.05246987723775076,,,,,,0.03677668929100042,0.03322548866271968,0.0008220076560974121,17.336867902219353,19.853445708061763,4.483138573152338,4.139248936535164,0.3454792781913382,0.4255458776535165,1.35384421460892,1.5511180102915945,0.202071924154277,0.21477530017152663
sweep-nitrogen-base-db-replay_off-b1,100,sweep,nitrogen,base,db,off,1,0.8524100641490594,-2.350504577019575,-0.22067135572433472,-0.7487554907798767,-1.1367111933231353,0.0244,4673,,dumps/_base/nitrogen/seed100,,,,,0.99700406591055,4.144421280014981,0.19240632788692835,4.7742014806611195,0.8493738049713193,-2.3020195671686468,0.0,-0.7117092967033386,-1.1079814249277116,0.02,4687,0.9374,0.12448502948532314,1.0,0.5105150981782659,0.33645305951233717,0.9957328781736718,0.04848500985092841,,,,,,0.028729768395423738,0.037046194076538086,0.22067135572433472,14.531700820158363,15.944106087091965,3.5680180530708334,3.3120392707488793,0.35281490813909705,0.417543026160444,1.193341536486197,1.3423219543417964,0.1916588487053284,0.20955711542564556
sweep-nitrogen-base-db-replay_off-b1,42,sweep,nitrogen,base,db,off,1,0.8526116757267785,-2.3789634595185647,-0.3973017930984497,-0.8003651082515717,-1.1750991439819336,0.0232,4620,,dumps/_base/nitrogen/seed42,,,,,0.9987012987012988,4.306199151562396,0.18294871349006314,4.980923123271879,0.850840567760739,-2.3316668085705934,-0.3973017930984497,-0.7468140304088593,-1.1000277411937713,0.022,4658,0.9316,0.12244760694868422,0.6721311504785689,0.47883791955608535,0.337557277455338,0.9961356805495921,0.04729665094797131,,,,,,0.07507140278816227,0.0535510778427124,0.0,14.988010878787884,17.75116725264062,4.436697826839828,4.384160662086738,0.3399854235757577,0.42073840260626894,1.2410277056277048,1.472550536711034,0.223909090909091,0.264021897810219
sweep-nitrogen-base-db-replay_off-b10,0,sweep,nitrogen,base,db,off,10,0.8544708614082822,-2.369011733018743,-0.6890063881874084,-0.8845488488674164,-1.1575119698047638,0.027,4641,,dumps/_base/nitrogen/seed0,,,,,0.9976298211592329,4.427940043898772,0.8323669135923666,5.645460398315052,0.8513762544176521,-2.1075440007642587,0.0,-0.6017251491546631,-0.9675839692354202,0.0272,4722,0.9444,0.14486347218278622,1.0,0.5642062814138684,0.3857491792288969,0.995129182549767,0.2614677322544843,,,,,,0.18992800056934356,0.28282369971275323,0.6890063881874084,17.336867902219353,25.086744721643388,4.483138573152338,4.949325493434987,0.3454792781913382,0.6420610563854303,1.35384421460892,1.7898821685726385,0.202071924154277,0.24616526895383306
sweep-nitrogen-base-db-replay_off-b10,100,sweep,nitrogen,base,db,off,10,0.8524100641490594,-2.350504577019575,-0.22067135572433472,-0.7487554907798767,-1.1367111933231353,0.0244,4673,,dumps/_base/nitrogen/seed100,,,,,0.99700406591055,4.144421280014981,0.8655624920123586,5.347576065826672,0.8474339287554027,-2.097452663286301,0.0,-0.493448531627655,-0.9416769975423813,0.0266,4718,0.9436,0.1454155401168337,1.0,0.6262499632766387,0.39806134779648994,0.9938533276812208,0.25305191373327407,,,,,,0.19503419578075398,0.2553069591522217,0.22067135572433472,14.531700820158363,22.577369435438754,3.5680180530708334,6.1525014319626985,0.35281490813909705,0.6773216987359054,1.193341536486197,1.6887527766002535,0.1916588487053284,0.2455056379821957
sweep-nitrogen-base-db-replay_off-b10,42,sweep,nitrogen,base,db,off,10,0.8526116757267785,-2.3789634595185647,-0.3973017930984497,-0.8003651082515717,-1.1750991439819336,0.0232,4620,,dumps/_base/nitrogen/seed42,,,,,0.9987012987012988,4.306199151562396,0.8634676001868513,5.509825456198584,0.847376345557826,-2.1125327994692165,0.0,-0.45144163370132445,-0.9379585564136506,0.0254,4667,0.9334,0.14396339362820593,1.0,0.6676376752448611,0.40175921004042064,0.9946432397685879,0.26643066004934823,,,,,,0.23714058756828305,0.34892347455024725,0.3973017930984497,14.988010878787884,23.854212110092146,4.436697826839828,5.46156502635526,0.3399854235757577,0.6551482257017359,1.2410277056277048,1.7659499035783157,0.223909090909091,0.2855212770516391
sweep-nitrogen-base-db-replay_on-b1,0,sweep,nitrogen,base,db,on,1,0.8544708614082822,-2.369011733018743,-0.6890063881874084,-0.8845488488674164,-1.1575119698047638,0.027,4641,,dumps/_base/nitrogen/seed0,,,,,0.9976298211592329,4.427940043898772,0.21794217028325136,5.032598798790758,0.8528040321566427,-2.2983523483061794,-0.5543107390403748,-0.8197011649608612,-1.1061095732450485,0.0256,4689,0.9378,0.1253440812243473,0.5744680831907357,0.4440634718937493,0.3338190984936674,0.9955214331413947,0.07065938471256361,,,,,,0.051402396559715235,0.06484768390655515,0.1346956491470337,17.336867902219353,21.115242906675206,4.483138573152338,3.997526441885267,0.3454792781913382,0.43917318279419937,1.35384421460892,1.6420408189379399,0.202071924154277,0.2301742375773087
sweep-nitrogen-base-db-replay_on-b1,100,sweep,nitrogen,base,db,on,1,0.8524100641490594,-2.350504577019575,-0.22067135572433472,-0.7487554907798767,-1.1367111933231353,0.0244,4673,,dumps/_base/nitrogen/seed100,,,,,0.99700406591055,4.144421280014981,0.2236974464784396,4.736360578698893,0.8507602507746631,-2.2774055384240537,0.0,-0.703091847896576,-1.0918471789360047,0.02,4701,0.9402,0.12655696336947583,1.0,0.5141418229920484,0.3416693831364334,0.9951074239523505,0.07309903859552147,,,,,,0.04486401438713061,0.045663642883300715,0.22067135572433472,14.531700820158363,17.31602523824719,3.5680180530708334,3.213924590087217,0.35281490813909705,0.43489265497170837,1.193341536486197,1.4397032546266746,0.1916588487053284,0.2193164433099343
sweep-nitrogen-base-db-replay_on-b1,42,sweep,nitrogen,base,db,on,1,0.8526116757267785,-2.3789634595185647,-0.3973017930984497,-0.8003651082515717,-1.1750991439819336,0.0232,4620,,dumps/_base/nitrogen/seed42,,,,,0.9987012987012988,4.306199151562396,0.22935284019447977,4.99472165208735,0.8505992471551985,-2.3061385592940944,-0.3973017930984497,-0.7170963048934936,-1.0881485050916673,0.0222,4664,0.9328,0.12461677616429596,0.6721311504785689,0.4925456870869973,0.34166962041765553,0.9959262435677531,0.0728249002244703,,,,,,0.08695063889026633,0.08326880335807807,0.0,14.988010878787884,18.956051028130375,4.436697826839828,4.531681903945111,0.3399854235757577,0.43663070210291616,1.2410277056277048,1.5790535162950257,0.223909090909091,0.27245351629502595
sweep-nitrogen-base-db-replay_on-b10,0,sweep,nitrogen,base,db,on,10,0.8544708614082822,-2.369011733018743,-0.6890063881874084,-0.8845488488674164,-1.1575119698047638,0.027,4641,,dumps/_base/nitrogen/seed0,,,,,0.9976298211592329,4.427940043898772,0.8849476493916342,5.609139850903119,0.8515583885421432,-2.107291608542647,0.0,-0.6031428754329682,-0.9602121871709823,0.0282,4710,0.942,0.1453051840530453,1.0,0.5626791631457275,0.3883368137574601,0.99447983014862,0.26172012447609605,,,,,,0.19729978263378145,0.2814059734344482,0.6890063881874084,17.336867902219353,27.205964752017003,4.483138573152338,4.316091044585988,0.3454792781913382,0.6372190368110408,1.35384421460892,1.951709129511677,0.202071924154277,0.26127006369426753
sweep-nitrogen-base-db-replay_on-b10,100,sweep,nitrogen,base,db,on,10,0.8524100641490594,-2.350504577019575,-0.22067135572433472,-0.7487554907798767,-1.1367111933231353,0.0244,4673,,dumps/_base/nitrogen/seed100,,,,,0.99700406591055,4.144421280014981,0.8746143131761244,5.3135272813409955,0.8486231937938384,-2.1011661198215643,0.0,-0.4099777817726135,-0.928246750831604,0.028,4709,0.9418,0.14596067918321548,1.0,0.6838427747247687,0.4062867589299119,0.991293268209811,0.24933845719801084,,,,,,0.2084644424915313,0.3387777090072632,0.22067135572433472,14.531700820158363,26.378892314674047,3.5680180530708334,4.99708629305585,0.35281490813909705,0.6937748357269063,1.193341536486197,1.9777198131238052,0.1916588487053284,0.2840412401783819
sweep-nitrogen-base-db-replay_on-b10,42,sweep,nitrogen,base,db,on,10,0.8526116757267785,-2.3789634595185647,-0.3973017930984497,-0.8003651082515717,-1.1750991439819336,0.0232,4620,,dumps/_base/nitrogen/seed42,,,,,0.9987012987012988,4.306199151562396,0.929491926846282,5.65000711846811,0.8486897053188039,-2.1057240774904327,0.0,-0.3043189764022827,-0.9093562114238739,0.0244,4684,0.9368,0.14570820624714173,1.0,0.772588036524363,0.41779422598074484,0.9927412467976089,0.273239382028132,,,,,,0.2657429325580597,0.496046131849289,0.3973017930984497,14.988010878787884,25.659820355764307,4.436697826839828,5.644401596925704,0.3399854235757577,0.6648506312263026,1.2410277056277048,1.9139062339880435,0.223909090909091,0.3116295473953888
sweep-nitrogen-hidden-db-replay_off-b1,0,sweep,nitrogen,hidden,db,off,1,0.8544708614082822,-2.369011733018743,-0.6890063881874084,-0.8845488488674164,-1.1575119698047638,0.027,4641,,dumps/_base/nitrogen/seed0,,,,,0.9976298211592329,4.427940043898772,0.477362014347662,6.02477684860294,0.8490565108629282,-2.2692557248699674,0.0,0.0,-0.9166486042737961,0.0212,4684,0.9368,0.12953098736008725,1.0,1.0,0.43445515051360045,0.9831340734415029,0.09975600814877561,,,,,,0.24086336553096765,0.8845488488674164,0.6890063881874084,17.336867902219353,25.98228921554228,4.483138573152338,4.336340186165669,0.3454792781913382,0.5212819982083692,1.35384421460892,1.9964329632792475,0.202071924154277,0.26862391118702
sweep-nitrogen-hidden-db-replay_off-b1,100,sweep,nitrogen,hidden,db,off,1,0.8524100641490594,-2.350504577019575,-0.22067135572433472,-0.7487554907798767,-1.1367111933231353,0.0244,4673,,dumps/_base/nitrogen/seed100,,,,,0.99700406591055,4.144421280014981,0.48601188759768377,5.633511374503229,0.8466790447280265,-2.2644935486098925,0.0,-0.04662838578224182,-0.9731350731849671,0.018,4719,0.9438,0.12947616831806957,1.0,0.9627329186474529,0.4058915316234821,0.9843187115914389,0.08601102840968267,,,,,,0.16357612013816825,0.7021271049976349,0.22067135572433472,14.531700820158363,22.711059782284394,3.5680180530708334,3.59467431532104,0.35281490813909705,0.5231496463110833,1.193341536486197,1.8270512820512819,0.1916588487053284,0.2671465564738291
sweep-nitrogen-hidden-db-replay_off-b1,42,sweep,nitrogen,hidden,db,off,1,0.8526116757267785,-2.3789634595185647,-0.3973017930984497,-0.8003651082515717,-1.1750991439819336,0.0232,4620,,dumps/_base/nitrogen/seed42,,,,,0.9987012987012988,4.306199151562396,0.5235831747759789,6.040312487092308,0.8478955307758289,-2.2874756581836255,0.0,-0.27469024658203123,-0.9797019284963607,0.0194,4682,0.9364,0.1272069682909477,1.0,0.7910141570702534,0.3936774454726044,0.9824861170439982,0.09148780133493917,,,,,,0.19539721548557287,0.5256748616695405,0.3973017930984497,14.988010878787884,25.3242958058095,4.436697826839828,4.576135510465619,0.3399854235757577,0.543913269200342,1.2410277056277048,2.0187631781290043,0.223909090909091,0.32695625800939787
sweep-nitrogen-hidden-db-replay_off-b10,0,sweep,nitrogen,hidden,db,off,10,0.8544708614082822,-2.369011733018743,-0.6890063881874084,-0.8845488488674164,-1.1575119698047638,0.027,4641,,dumps/_base/nitrogen/seed0,,,,,0.9976298211592329,4.427940043898772,1.1504691068358284,6.252860068849742,0.848088400872849,-2.0550326576104037,0.0,0.0,-0.7975416773557663,0.026,4699,0.9398,0.1524518408859244,1.0,1.0,0.47931570070326884,0.9917003617791019,0.31397907540833936,,,,,,0.3599702924489975,0.8845488488674164,0.6890063881874084,17.336867902219353,28.976040251500333,4.483138573152338,5.498215229197706,0.3454792781913382,0.6797473719672275,1.35384421460892,2.1106231538625235,0.202071924154277,0.2622083422004682
sweep-nitrogen-hidden-db-replay_off-b10,100,sweep,nitrogen,hidden,db,off,10,0.8524100641490594,-2.350504577019575,-0.22067135572433472,-0.7487554907798767,-1.1367111933231353,0.0244,4673,,dumps/_base/nitrogen/seed100,,,,,0.99700406591055,4.144421280014981,1.1668467263992142,5.879139870903302,0.8456874087582149,-2.060023401308555,0.0,-0.061797314882278444,-0.8175103262066841,0.0258,4716,0.9432,0.15161988913812297,1.0,0.9474111353666721,0.46578304052553277,0.991306191687871,0.29048117571102017,,,,,,0.31920086711645124,0.6869581758975982,0.22067135572433472,14.531700820158363,25.019155431212916,3.5680180530708334,6.79189228668363,0.35281490813909705,0.702746375041561,1.193341536486197,1.8932921119592871,0.1916588487053284,0.25141899915182364
sweep-nitrogen-hidden-db-replay_off-b10,42,sweep,nitrogen,hidden,db,off,10,0.8526116757267785,-2.3789634595185647,-0.3973017930984497,-0.8003651082515717,-1.1750991439819336,0.0232,4620,,dumps/_base/nitrogen/seed42,,,,,0.9987012987012988,4.306199151562396,1.1940788857494908,6.094626632187939,0.8456608998615367,-2.0616709583341106,0.0,0.0,-0.7760766804218292,0.0252,4684,0.9368,0.15213916517438966,1.0,1.0,0.4918995504093676,0.9880444064901793,0.31729250118445407,,,,,,0.3990224635601044,0.8003651082515717,0.3973017930984497,14.988010878787884,29.200995519555953,4.436697826839828,5.978020708795899,0.3399854235757577,0.7161082971016229,1.2410277056277048,2.1801952177625954,0.223909090909091,0.31196532877882155
sweep-nitrogen-hidden-db-replay_on-b1,0,sweep,nitrogen,hidden,db,on,1,0.8544708614082822,-2.369011733018743,-0.6890063881874084,-0.8845488488674164,-1.1575119698047638,0.027,4641,,dumps/_base/nitrogen/seed0,,,,,0.9976298211592329,4.427940043898772,0.3439434651586737,5.428757759766157,0.8510763915996565,-2.273018382556403,0.0,-0.36248438954353335,-1.0244796216487884,0.024,4690,0.938,0.1280712466168328,1.0,0.7315212935912105,0.374629462533275,0.988912579957356,0.09599335046234003,,,,,,0.13303234815597542,0.522064459323883,0.6890063881874084,17.336867902219353,23.60476101023455,4.483138573152338,3.955021445629003,0.3454792781913382,0.5000085381364607,1.35384421460892,1.8096072494669508,0.202071924154277,0.24504690831556514
sweep-nitrogen-hidden-db-replay_on-b1,100,sweep,nitrogen,hidden,db,on,1,0.8524100641490594,-2.350504577019575,-0.22067135572433472,-0.7487554907798767,-1.1367111933231353,0.0244,4673,,dumps/_base/nitrogen/seed100,,,,,0.99700406591055,4.144421280014981,0.353761872676543,5.085695813509702,0.8491547210969149,-2.252807038311843,0.0,-0.41858569979667665,-1.0301717841625213,0.0208,4714,0.9428,0.12955864831877445,1.0,0.6874396255237396,0.3704204762486669,0.9906661009758168,0.09769753870773235,,,,,,0.106539409160614,0.33016979098320004,0.22067135572433472,14.531700820158363,20.670976029104807,3.5680180530708334,3.4752904599066627,0.35281490813909705,0.49811895059567274,1.193341536486197,1.6687318625371232,0.1916588487053284,0.24731277047093775
sweep-nitrogen-hidden-db-replay_on-b1,42,sweep,nitrogen,hidden,db,on,1,0.8526116757267785,-2.3789634595185647,-0.3973017930984497,-0.8003651082515717,-1.1750991439819336,0.0232,4620,,dumps/_base/nitrogen/seed42,,,,,0.9987012987012988,4.306199151562396,0.3698844516481046,5.4042057569949975,0.8493135977433885,-2.275325905484691,0.0,-0.5936569809913635,-1.04152655005455,0.022,4681,0.9362,0.12742005224578168,1.0,0.57090098555006,0.3607208479107794,0.9897457808160649,0.10363755403387387,,,,,,0.13357259392738352,0.20670812726020815,0.3973017930984497,14.988010878787884,23.033971338645603,4.436697826839828,4.482105921384324,0.3399854235757577,0.515558678761376,1.2410277056277048,1.8583777397991876,0.223909090909091,0.305449391155736
sweep-nitrogen-hidden-db-replay_on-b10,0,sweep,nitrogen,hidden,db,on,10,0.8544708614082822,-2.369011733018743,-0.6890063881874084,-0.8845488488674164,-1.1575119698047638,0.027,4641,,dumps/_base/nitrogen/seed0,,,,,0.9976298211592329,4.427940043898772,0.5997265550327882,5.404629916341875,0.8515590085599367,-2.1801043084900287,0.0,-0.27678231000900266,-0.9564577001333237,0.0272,4687,0.9374,0.13763929296649313,1.0,0.7892296385103744,0.4009784596541907,0.9948794538084063,0.18890742452871434,,,,,,0.20105426967144013,0.6077665388584137,0.6890063881874084,17.336867902219353,26.09116552238107,4.483138573152338,3.567127583955627,0.3454792781913382,0.5634981464335399,1.35384421460892,1.8836656710049065,0.202071924154277,0.24961497759761028
sweep-nitrogen-hidden-db-replay_on-b10,100,sweep,nitrogen,hidden,db,on,10,0.8524100641490594,-2.350504577019575,-0.22067135572433472,-0.7487554907798767,-1.1367111933231353,0.0244,4673,,dumps/_base/nitrogen/seed100,,,,,0.99700406591055,4.144421280014981,0.5859413525608659,4.998782262150655,0.8496631574812429,-2.1731173324731508,0.0,-0.3068648874759674,-0.9555181807279587,0.0274,4718,0.9436,0.13823111075432104,1.0,0.7548515533999259,0.40006996424912744,0.9940652818991098,0.1773872445464244,,,,,,0.18119301259517662,0.4418906033039093,0.22067135572433472,14.531700820158363,23.56486879245445,3.5680180530708334,3.7503246655362457,0.35281490813909705,0.595125270223824,1.193341536486197,1.7776746926663836,0.1916588487053284,0.24515345485375145
sweep-nitrogen-hidden-db-replay_on-b10,42,sweep,nitrogen,hidden,db,on,10,0.8526116757267785,-2.3789634595185647,-0.3973017930984497,-0.8003651082515717,-1.1750991439819336,0.0232,4620,,dumps/_base/nitrogen/seed42,,,,,0.9987012987012988,4.306199151562396,0.6257607939739955,5.34256322569307,0.8495523235606554,-2.1983744690911435,0.0,-0.38132538795471194,-0.9495511788129807,0.0254,4665,0.933,0.13592809835783753,1.0,0.7094467847410446,0.4001006210025894,0.9946409431939979,0.18058899042742116,,,,,,0.22554796516895292,0.41903972029685976,0.3973017930984497,14.988010878787884,23.94251567481245,4.436697826839828,4.4100343901393355,0.3399854235757577,0.5927347989303325,1.2410277056277048,1.816320471596998,0.223909090909091,0.28972368703108264
sweep-nitrogen-hidden-revkl-replay_off-b1,0,sweep,nitrogen,hidden,revkl,off,1,0.8544708614082822,-2.369011733018743,-0.6890063881874084,-0.8845488488674164,-1.1575119698047638,0.027,4641,,dumps/_base/nitrogen/seed0,,,,,0.9976298211592329,4.427940043898772,0.07287890825193699,4.387829910852901,0.8543022741644835,-2.3285353679506424,-0.6890063881874084,-0.8608091413974762,-1.1343805730342864,0.0266,4624,0.9248,0.1221685642899236,0.5020746886493244,0.42409775537439043,0.3242343278963687,0.9976211072664359,0.040476365068100595,,,,,,0.023131396770477375,0.02373970746994014,0.0,17.336867902219353,18.250939925605543,4.483138573152338,4.0270098650519035,0.3454792781913382,0.37533022405882377,1.35384421460892,1.3955297577854666,0.202071924154277,0.19703529411764714
sweep-nitrogen-hidden-revkl-replay_off-b1,100,sweep,nitrogen,hidden,revkl,off,1,0.8524100641490594,-2.350504577019575,-0.22067135572433472,-0.7487554907798767,-1.1367111933231353,0.0244,4673,,dumps/_base/nitrogen/seed100,,,,,0.99700406591055,4.144421280014981,0.08098759705120528,4.266640538106941,0.8519889210292477,-2.313897416390753,-0.5833765268325806,-0.8426850974559784,-1.1368999624252318,0.0254,4676,0.9352,0.12339733595502281,0.5580110427999478,0.43344361439226164,0.32364295010710753,0.9972198460222412,0.0366071606288223,,,,,,-0.00018876910209653097,-0.09392960667610173,-0.36270517110824585,14.531700820158363,14.343269851668099,3.5680180530708334,3.037345390932421,0.35281490813909705,0.3701753897844313,1.193341536486197,1.1989301967493577,0.1916588487053284,0.19594131736526949
sweep-nitrogen-hidden-revkl-replay_off-b1,42,sweep,nitrogen,hidden,revkl,off,1,0.8526116757267785,-2.3789634595185647,-0.3973017930984497,-0.8003651082515717,-1.1750991439819336,0.0232,4620,,dumps/_base/nitrogen/seed42,,,,,0.9987012987012988,4.306199151562396,0.07526372001694881,4.40055417754148,0.8520833826278305,-2.3517037966808716,-0.3973017930984497,-0.7426164448261261,-1.1312870919704436,0.0234,4620,0.924,0.12051595290847679,0.6721311504785689,0.4811906351199954,0.3278544849578669,0.9987012987012988,0.0272596628376931,,,,,,0.043812052011489966,0.0577486634254456,0.0,14.988010878787884,15.91695588484849,4.436697826839828,4.3191480432900455,0.3399854235757577,0.35254430051082264,1.2410277056277048,1.2869722943722937,0.223909090909091,0.2359974025974027
sweep-nitrogen-hidden-revkl-replay_off-b10,0,sweep,nitrogen,hidden,revkl,off,10,0.8544708614082822,-2.369011733018743,-0.6890063881874084,-0.8845488488674164,-1.1575119698047638,0.027,4641,,dumps/_base/nitrogen/seed0,,,,,0.9976298211592329,4.427940043898772,0.32777390340874035,4.776117034146083,0.8518974593947031,-2.2108066739910743,0.0,-0.7064586818218231,-1.0598315727710723,0.0242,4644,0.9288,0.1326368877594119,1.0,0.513175343826836,0.3521845421255852,0.9969853574504737,0.15820505902766868,,,,,,0.09768039703369147,0.17809016704559322,0.6890063881874084,17.336867902219353,18.573429338673563,4.483138573152338,3.4324849767441905,0.3454792781913382,0.43009894808785554,1.35384421460892,1.4168477174849259,0.202071924154277,0.19057967269595188
sweep-nitrogen-hidden-revkl-replay_off-b10,100,sweep,nitrogen,hidden,revkl,off,10,0.8524100641490594,-2.350504577019575,-0.22067135572433472,-0.7487554907798767,-1.1367111933231353,0.0244,4673,,dumps/_base/nitrogen/seed100,,,,,0.99700406591055,4.144421280014981,0.3242118286739242,4.392309462491738,0.8500090611676506,-2.2128606069146532,-0.4662838578224182,-0.7592063248157501,-1.0673190546035767,0.0246,4683,0.9366,0.132807210819201,0.62732918647453,0.4727781710744363,0.3474532433679901,0.9978646166986974,0.1376439701049219,,,,,,0.06939213871955863,-0.010450834035873435,-0.2456125020980835,14.531700820158363,15.32738214661542,3.5680180530708334,3.4793453089899624,0.35281490813909705,0.44214963511552446,1.193341536486197,1.27104749092462,0.1916588487053284,0.19590625667307288
sweep-nitrogen-hidden-revkl-replay_off-b10,42,sweep,nitrogen,hidden,revkl,off,10,0.8526116757267785,-2.3789634595185647,-0.3973017930984497,-0.8003651082515717,-1.1750991439819336,0.0232,4620,,dumps/_base/nitrogen/seed42,,,,,0.9987012987012988,4.306199151562396,0.3149329345933296,4.6209486685873316,0.8502908917501192,-2.2381819026550307,-0.6023721694946289,-0.7373212397098541,-1.0674203926324843,0.0228,4642,0.9284,0.13081219596612492,0.5475113047854857,0.4798232753243676,0.34746143606109564,0.998707453683757,0.140781556863534,,,,,,0.10767875134944926,0.06304386854171762,-0.2050703763961792,14.988010878787884,16.926011317277045,4.436697826839828,4.172448412753127,0.3399854235757577,0.4341766247212411,1.2410277056277048,1.3654527358897024,0.223909090909091,0.22941464885825077
sweep-nitrogen-hidden-rtb-replay_off-b1,0,sweep,nitrogen,hidden,rtb,off,1,0.8544708614082822,-2.369011733018743,-0.6890063881874084,-0.8845488488674164,-1.1575119698047638,0.027,4641,,dumps/_base/nitrogen/seed0,,,,,0.9976298211592329,4.427940043898772,0.11242400079829906,4.105075367544316,0.8545416039156627,-2.321528920350653,-0.6890063881874084,-0.8462090611457824,-1.126587386727333,0.0254,4620,0.924,0.12233527233546795,0.5020746886493244,0.4299608077107758,0.3269282464235108,0.9978354978354979,0.04748281266809018,,,,,,0.030924583077430734,0.03833978772163393,0.0,17.336867902219353,16.225763398268402,4.483138573152338,3.7868550909090897,0.3454792781913382,0.35369350911688324,1.35384421460892,1.209907359307359,0.202071924154277,0.1819177489177491
sweep-nitrogen-hidden-rtb-replay_off-b1,100,sweep,nitrogen,hidden,rtb,off,1,0.8524100641490594,-2.350504577019575,-0.22067135572433472,-0.7487554907798767,-1.1367111933231353,0.0244,4673,,dumps/_base/nitrogen/seed100,,,,,0.99700406591055,4.144421280014981,0.09474398108206117,4.0466138779021605,0.8534711243919259,-2.3243435369772714,-0.5833765268325806,-0.8430940687656403,-1.1265433502197266,0.024,4688,0.9376,0.1225266313298314,0.5580110427999478,0.43323785979744944,0.32678561885673896,0.998080204778157,0.026161040042303796,,,,,,0.01016784310340868,-0.09433857798576362,-0.36270517110824585,14.531700820158363,13.722475019453928,3.5680180530708334,2.952839406143345,0.35281490813909705,0.3660110049624575,1.193341536486197,1.098077133105802,0.1916588487053284,0.18464607508532427
sweep-nitrogen-hidden-rtb-replay_off-b1,42,sweep,nitrogen,hidden,rtb,off,1,0.8526116757267785,-2.3789634595185647,-0.3973017930984497,-0.8003651082515717,-1.1750991439819336,0.0232,4620,,dumps/_base/nitrogen/seed42,,,,,0.9987012987012988,4.306199151562396,0.09776272555920684,4.163203256056661,0.853037276629354,-2.349456055164337,-0.3973017930984497,-0.7523718416690827,-1.1387179118394852,0.0236,4625,0.925,0.11995504497856367,0.6721311504785689,0.47718830762779724,0.3255337749569621,0.9982702702702703,0.029507404354227607,,,,,,0.03638123214244837,0.047993266582489036,0.0,14.988010878787884,15.027308654054055,4.436697826839828,3.906123297297305,0.3399854235757577,0.3365650577837839,1.2410277056277048,1.1691081081081074,0.223909090909091,0.23053513513513502
sweep-nitrogen-hidden-rtb-replay_off-b10,0,sweep,nitrogen,hidden,rtb,off,10,0.8544708614082822,-2.369011733018743,-0.6890063881874084,-0.8845488488674164,-1.1575119698047638,0.027,4641,,dumps/_base/nitrogen/seed0,,,,,0.9976298211592329,4.427940043898772,0.5006069754219453,4.177427886399826,0.8559838954131682,-2.196800376444552,0.0,-0.6837527573108673,-1.0544935262203217,0.0244,4622,0.9244,0.133166047976267,1.0,0.5233902437000885,0.3545629145524557,0.9974037213327563,0.17221135657419095,,,,,,0.10301844358444212,0.2007960915565491,0.6890063881874084,17.336867902219353,16.459958052531377,4.483138573152338,3.30127592990048,0.3454792781913382,0.4424639233881439,1.35384421460892,1.0846424058848978,0.202071924154277,0.18234227607096487
